gamesPlayed, groundOuts, airOuts, runs, doubles, triples, homeRuns, strikeOuts, baseOnBalls, intentionalWalks, hits, hitByPitch, avg  , atBats, obp  , slg  , ops  , caughtStealing, stolenBases, stolenBasePercentage, groundIntoDoublePlay, numberOfPitches, plateAppearances, totalBases, rbi , leftOnBase, sacBunts, sacFlies, babip, groundOutsToAirouts, catchersInterference, atBatsPerHomeRun, player_id, play_group, season, gamesStarted, era  , inningsPitched, wins, losses, saves, saveOpportunities, holds, blownSaves, earnedRuns, whip , battersFaced, outs , gamesPitched, completeGames, shutouts, strikes, strikePercentage, hitBatsmen, balks, wildPitches, pickoffs, winPercentage, pitchesPerInning, gamesFinished, strikeoutWalkRatio, strikeoutsPer9Inn, walksPer9Inn, hitsPer9Inn, runsScoredPer9, homeRunsPer9, inheritedRunners, inheritedRunnersScored, player_name                 , team_id, position         , team_name            , team_abbreviation, division               , league
         12,         65,      79,   31,      15,       1,        6,         58,          10,                0,   67,          2, 0.249,    269, 0.281, 0.379, 0.66 ,              2,           8, .800                ,                    3,            1006,                 ,        102,     ,           ,        0,        0,      ,                0.82,                    0,                 ,    669461, pitching  ,   2025,         12.0,  3.82,           68.1,  3.0,    5.0,   0.0,               0.0,   0.0,        0.0,       29.0,  1.13,        281.0, 205.0,         12.0,           0.0,      0.0,   680.0, .680            ,        2.0,   0.0,         2.0,      0.0, .375         ,            14.72,           0.0,               5.80,              7.64,         1.32,        8.82,           4.08,         0.79,              0.0,                    0.0, Matthew Liberatore          ,     138, Pitcher          , St. Louis Cardinals  , STL              , National League Central, National League
         20,         18,      23,    4,       2,       1,        1,         24,           8,                0,   10,          0, 0.133,     75, 0.217, 0.227, 0.444,              0,           1, 1.000               ,                    1,             354,                 ,         17,     ,           ,        0,        0,      ,                0.78,                    0,                 ,    694037, pitching  ,   2025,          0.0,  1.64,           22.0,  0.0,    1.0,   5.0,               6.0,   5.0,        1.0,        4.0,  0.82,         83.0,  66.0,         20.0,           0.0,      0.0,   231.0, .650            ,        0.0,   0.0,         0.0,      0.0, .000         ,            16.09,           9.0,               3.00,              9.82,         3.27,        4.09,           1.64,         0.41,              5.0,                    0.0, Daniel Palencia             ,     112, Pitcher          , Chicago Cubs         , CHC              , National League Central, National League
          6,         24,      18,   14,       5,       0,        3,         33,          12,                0,   22,          4, 0.227,     97, 0.336, 0.371, 0.707,              0,           4, 1.000               ,                    0,             495,                 ,         36,     ,           ,        0,        0,      ,                1.33,                    1,                 ,    621121, pitching  ,   2025,          6.0,  4.44,           24.1,  1.0,    1.0,   0.0,               0.0,   0.0,        0.0,       12.0,  1.40,        114.0,  73.0,          6.0,           0.0,      0.0,   303.0, .610            ,        4.0,   0.0,         1.0,      0.0, .500         ,            20.34,           0.0,               2.75,             12.21,         4.44,        8.14,           5.18,         1.11,              0.0,                    0.0, Lance McCullers Jr.         ,     117, Pitcher          , Houston Astros       , HOU              , American League West   , American League
         12,          0,       0,    0,       0,       0,        0,          0,           0,                0,    0,          0, 0.0  ,      0, 0.0  , 0.0  , 0.0  ,              0,           0,                     ,                    0,               0,              0.0,          0,  0.0,        0.0,        0,        0,      ,                    ,                    0,                 ,    669467, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Andre Pallante              ,     138, Pitcher          , St. Louis Cardinals  , STL              , National League Central, National League
         12,        111,      38,   37,      12,       2,       11,         44,          23,                0,   68,          0, 0.262,    260, 0.32 , 0.45 , 0.77 ,              0,          10, 1.000               ,                    4,            1051,                 ,        117,     ,           ,        0,        1,      ,                2.92,                    0,                 ,    669467, pitching  ,   2025,         12.0,  4.91,           66.0,  4.0,    3.0,   0.0,               0.0,   0.0,        0.0,       36.0,  1.38,        284.0, 198.0,         12.0,           0.0,      0.0,   642.0, .610            ,        0.0,   2.0,         4.0,      0.0, .571         ,            15.92,           0.0,               1.91,              6.00,         3.14,        9.27,           5.05,         1.50,              0.0,                    0.0, Andre Pallante              ,     138, Pitcher          , St. Louis Cardinals  , STL              , National League Central, National League
         66,         58,      57,   41,      20,       1,       17,         62,          33,                2,   75,          8, 0.301,    249, 0.396, 0.594, 0.99 ,              2,           0, .000                ,                   11,            1253,            293.0,        148, 61.0,      118.0,        0,        3, .335 ,                1.02,                    0,            14.65,    624413, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Pete Alonso                 ,     121, First Base       , New York Mets        , NYM              , National League East   , National League
         28,          0,       0,    0,       0,       0,        0,          0,           0,                0,    0,          0, 0.0  ,      0, 0.0  , 0.0  , 0.0  ,              0,           0,                     ,                    0,               0,              0.0,          0,  0.0,        0.0,        0,        0,      ,                    ,                    0,                 ,    608032, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Carlos Estévez              ,     118, Pitcher          , Kansas City Royals   , KC               , American League Central, American League
         28,         17,      41,    8,       4,       0,        0,         27,          13,                4,   21,          2, 0.2  ,    105, 0.3  , 0.238, 0.538,              1,           0, .000                ,                    0,             438,                 ,         25,     ,           ,        1,        0,      ,                0.41,                    0,                 ,    608032, pitching  ,   2025,          0.0,  1.88,           28.2,  2.0,    1.0,  19.0,              22.0,   0.0,        3.0,        6.0,  1.19,        121.0,  86.0,         28.0,           0.0,      0.0,   281.0, .640            ,        2.0,   1.0,         1.0,      0.0, .667         ,            15.28,          23.0,               2.08,              8.48,         4.08,        6.59,           2.51,         0.00,              6.0,                    3.0, Carlos Estévez              ,     118, Pitcher          , Kansas City Royals   , KC               , American League Central, American League
          2,          0,       0,    1,       0,       0,        1,          0,           0,                0,    2,          0, 1.0  ,      2, 1.0  , 2.5  , 3.5  ,              0,           0,                     ,                    0,               4,              2.0,          5,  1.0,        0.0,        0,        0, 1.000,                    ,                    0,             2.00,    663330, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Jahmai Jones                ,     116, Outfielder       , Detroit Tigers       , DET              , American League Central, American League
         16,         15,      14,   14,       7,       0,        3,         12,           6,                0,   21,          0, 0.35 ,     60, 0.397, 0.617, 1.014,              1,           1, .500                ,                    0,             249,                 ,         37,     ,           ,        0,        2,      ,                1.07,                    0,                 ,    614179, pitching  ,   2025,          0.0,  8.16,           14.1,  1.0,    0.0,   0.0,               0.0,   3.0,        0.0,       13.0,  1.88,         68.0,  43.0,         16.0,           0.0,      0.0,   161.0, .650            ,        0.0,   0.0,         0.0,      0.0, 1.000        ,            17.37,           2.0,               2.00,              7.53,         3.77,       13.19,           8.79,         1.88,             12.0,                    4.0, José Ruiz                   ,     144, Pitcher          , Atlanta Braves       , ATL              , National League East   , National League
         63,         40,      67,   30,      14,       2,       10,         64,          14,                0,   66,          3, 0.28 ,    236, 0.327, 0.483, 0.81 ,              2,           1, .333                ,                    9,             938,            254.0,        114, 37.0,       91.0,        0,        1, .344 ,                0.60,                    0,            23.60,    696100, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Hunter Goodman              ,     115, Catcher          , Colorado Rockies     , COL              , National League West   , National League
         20,         13,      12,    2,       3,       0,        0,         17,           5,                0,    9,          2, 0.18 ,     50, 0.281, 0.24 , 0.521,              0,           0,                     ,                    1,             210,             58.0,         12,  3.0,       28.0,        1,        0, .273 ,                1.08,                    0,                 ,    669477, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Casey Schmitt               ,     137, First Base       , San Francisco Giants , SF               , National League West   , National League
         29,         17,      35,    9,       4,       0,        2,         29,           6,                0,   21,          2, 0.208,    101, 0.264, 0.307, 0.571,              0,           0,                     ,                    1,             419,                 ,         31,     ,           ,        0,        1,      ,                0.49,                    0,                 ,    687911, pitching  ,   2025,          0.0,  3.00,           27.0,  3.0,    1.0,   0.0,               0.0,  13.0,        0.0,        9.0,  1.00,        110.0,  81.0,         29.0,           0.0,      0.0,   290.0, .690            ,        2.0,   0.0,         1.0,      0.0, .750         ,            15.52,           3.0,               4.83,              9.67,         2.00,        7.00,           3.00,         0.67,             10.0,                    0.0, Bryan King                  ,     117, Pitcher          , Houston Astros       , HOU              , American League West   , American League
         59,         45,      50,   24,       9,       0,        3,         57,          31,                0,   31,          7, 0.17 ,    182, 0.312, 0.269, 0.581,              0,           1, 1.000               ,                    8,             932,            221.0,         49, 10.0,       84.0,        0,        1, .228 ,                0.90,                    0,            60.67,    624424, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Michael Conforto            ,     119, Outfielder       , Los Angeles Dodgers  , LAD              , National League West   , National League
         58,         48,      53,   16,       9,       0,        3,         32,          15,                2,   45,          4, 0.254,    177, 0.325, 0.356, 0.681,              4,           4, .500                ,                    7,             792,            197.0,         63, 15.0,       57.0,        0,        1, .294 ,                0.91,                    0,            59.00,    624428, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Adam Frazier                ,     134, Second Base      , Pittsburgh Pirates   , PIT              , National League Central, National League
         42,         41,      32,   18,      14,       0,        4,         16,           7,                0,   38,          0, 0.304,    125, 0.338, 0.512, 0.85 ,              0,           0,                     ,                    3,             455,            134.0,         64, 13.0,       50.0,        1,        1, .321 ,                1.28,                    0,            31.25,    624431, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Jose Trevino                ,     113, Catcher          , Cincinnati Reds      , CIN              , National League Central, National League
         62,         68,      71,   29,       6,       0,        9,         45,          17,                2,   64,          0, 0.261,    245, 0.306, 0.396, 0.702,              3,           5, .625                ,                    6,             924,            265.0,         97, 24.0,      107.0,        0,        3, .284 ,                0.96,                    0,            27.22,    514888, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Jose Altuve                 ,     117, Outfielder       , Houston Astros       , HOU              , American League West   , American League
         62,         41,      90,   40,      14,       1,       12,         29,          23,                6,   78,          2, 0.333,    234, 0.392, 0.556, 0.948,              4,          18, .818                ,                    0,            1030,            263.0,        130, 31.0,       71.0,        0,        4, .335 ,                0.46,                    0,            19.50,    608070, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , José Ramírez                ,     114, Third Base       , Cleveland Guardians  , CLE              , American League Central, American League
         24,         41,      13,   11,       4,       0,        3,         12,           7,                0,   26,          0, 0.289,     90, 0.337, 0.433, 0.77 ,              0,           3, 1.000               ,                    2,             348,                 ,         39,     ,           ,        1,        1,      ,                3.15,                    0,                 ,    667463, pitching  ,   2025,          0.0,  3.63,           22.1,  2.0,    0.0,   0.0,               1.0,   1.0,        1.0,        9.0,  1.48,         99.0,  67.0,         24.0,           0.0,      0.0,   229.0, .660            ,        0.0,   0.0,         0.0,      0.0, 1.000        ,            15.58,           9.0,               1.71,              4.84,         2.82,       10.48,           4.43,         1.21,             17.0,                    8.0, John King                   ,     138, Pitcher          , St. Louis Cardinals  , STL              , National League Central, National League
          8,          5,       9,    1,       1,       0,        0,          9,           1,                0,    4,          0, 0.148,     27, 0.179, 0.185, 0.364,              0,           0,                     ,                    0,             105,             28.0,          5,  2.0,       14.0,        0,        0, .222 ,                0.56,                    0,                 ,    702284, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Cole Young                  ,     136, Second Base      , Seattle Mariners     , SEA              , American League West   , American League
         60,         43,      61,   25,      10,       1,        5,         49,          28,                2,   46,          1, 0.232,    198, 0.329, 0.369, 0.698,              2,           5, .714                ,                    3,             902,            228.0,         73, 20.0,       87.0,        0,        1, .283 ,                0.70,                    0,            39.60,    573262, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Mike Yastrzemski            ,     137, Outfielder       , San Francisco Giants , SF               , National League West   , National League
          7,          2,       2,    1,       0,       0,        1,          8,           2,                0,    3,          0, 0.2  ,     15, 0.294, 0.4  , 0.694,              0,           1, 1.000               ,                    0,              67,             17.0,          6,  2.0,       11.0,        0,        0, .333 ,                1.00,                    0,            15.00,    681807, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , David Fry                   ,     114, First Base       , Cleveland Guardians  , CLE              , American League Central, American League
         38,         24,      23,   13,       6,       0,        3,         27,           8,                0,   33,          1, 0.308,    107, 0.362, 0.449, 0.811,              3,           7, .700                ,                    4,             435,            116.0,         48, 15.0,       54.0,        0,        0, .390 ,                1.04,                    0,            35.67,    667472, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Dane Myers                  ,     146, Outfielder       , Miami Marlins        , MIA              , National League East   , National League
          2,         11,      14,    4,       2,       2,        0,         10,           1,                0,    9,          1, 0.205,     44, 0.239, 0.341, 0.58 ,              0,           0,                     ,                    0,             181,                 ,         15,     ,           ,        0,        0,      ,                0.79,                    0,                 ,    700241, pitching  ,   2025,          1.0,  3.09,           11.2,  1.0,    1.0,   0.0,               0.0,   0.0,        0.0,        4.0,  0.86,         46.0,  35.0,          2.0,           0.0,      0.0,   115.0, .640            ,        1.0,   0.0,         0.0,      0.0, .500         ,            15.51,           1.0,              10.00,              7.71,         0.77,        6.94,           3.09,         0.00,              3.0,                    0.0, Michael McGreevy            ,     138, Pitcher          , St. Louis Cardinals  , STL              , National League Central, National League
         18,         20,      20,    7,       3,       0,        5,         15,           2,                0,   16,          1, 0.229,     70, 0.257, 0.486, 0.743,              1,           0, .000                ,                    1,             251,             74.0,         34, 11.0,       29.0,        0,        1, .216 ,                1.00,                    0,            14.00,    687952, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Christian Encarnacion-Strand,     113, First Base       , Cincinnati Reds      , CIN              , National League Central, National League
         61,         53,      48,   25,       3,       1,        4,         51,          16,                0,   42,          0, 0.22 ,    191, 0.276, 0.309, 0.585,              1,           2, .667                ,                    2,             751,            210.0,         59, 23.0,       89.0,        0,        3, .273 ,                1.10,                    0,            47.75,    700242, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Trey Sweeney                ,     116, Shortstop        , Detroit Tigers       , DET              , American League Central, American League
         11,         51,      53,   35,      10,       1,        9,         58,          21,                1,   62,          1, 0.279,    222, 0.341, 0.455, 0.796,              1,           3, .750                ,                    6,             998,                 ,        101,     ,           ,        0,        2,      ,                0.96,                    0,                 ,    700249, pitching  ,   2025,         11.0,  5.11,           56.1,  1.0,    4.0,   0.0,               0.0,   0.0,        0.0,       32.0,  1.47,        246.0, 169.0,         11.0,           0.0,      0.0,   617.0, .620            ,        1.0,   0.0,         4.0,      2.0, .200         ,            17.72,           0.0,               2.76,              9.27,         3.36,        9.91,           5.59,         1.44,              0.0,                    0.0, Cade Povich                 ,     110, Pitcher          , Baltimore Orioles    , BAL              , American League East   , American League
         56,         51,      45,   33,      11,       1,       12,         50,          19,                0,   46,          6, 0.241,    191, 0.327, 0.497, 0.824,              1,           2, .667                ,                    7,             814,            218.0,         95, 25.0,       86.0,        0,        1, .262 ,                1.13,                    1,            15.92,    700250, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Ben Rice                    ,     147, First Base       , New York Yankees     , NYY              , American League East   , American League
          1,          1,       1,    0,       0,       0,        0,          1,           0,                0,    0,          0, 0.0  ,      3, 0.0  , 0.0  , 0.0  ,              0,           0,                     ,                    0,              11,                 ,          0,     ,           ,        0,        0,      ,                1.00,                    0,                 ,    679775, pitching  ,   2025,          0.0,  0.00,            1.0,  0.0,    0.0,   0.0,               0.0,   0.0,        0.0,        0.0,  0.00,          3.0,   3.0,          1.0,           0.0,      0.0,     8.0, .730            ,        0.0,   0.0,         0.0,      0.0,              ,            11.00,           1.0,                   ,              9.00,         0.00,        0.00,           0.00,         0.00,              0.0,                    0.0, Kyle Backhus                ,     109, Pitcher          , Arizona Diamondbacks , AZ               , National League West   , National League
          3,          3,       1,    0,       0,       1,        0,          5,           0,                0,    3,          1, 0.25 ,     12, 0.308, 0.417, 0.725,              0,           0,                     ,                    1,              48,             13.0,          5,  1.0,        4.0,        0,        0, .429 ,                3.00,                    0,                 ,    690022, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Ryan Ritter                 ,     115, Shortstop        , Colorado Rockies     , COL              , National League West   , National League
          4,         10,      15,    4,       2,       1,        1,          7,           2,                0,   10,          0, 0.244,     41, 0.273, 0.415, 0.688,              0,           1, 1.000               ,                    0,             169,                 ,         17,     ,           ,        0,        1,      ,                0.67,                    0,                 ,    663399, pitching  ,   2025,          0.0,  3.38,           10.2,  0.0,    0.0,   0.0,               0.0,   1.0,        0.0,        4.0,  1.13,         44.0,  32.0,          4.0,           0.0,      0.0,   111.0, .660            ,        0.0,   0.0,         0.0,      0.0,              ,            15.84,           1.0,               3.50,              5.91,         1.69,        8.44,           3.38,         0.84,              2.0,                    0.0, Brandon Waddell             ,     121, Pitcher          , New York Mets        , NYM              , National League East   , National League
         45,         41,      64,   14,      10,       0,        2,         12,           9,                0,   31,         10, 0.215,    144, 0.303, 0.326, 0.629,              2,           5, .714                ,                    3,             578,            167.0,         47, 22.0,       65.0,        2,        2, .220 ,                0.64,                    0,            72.00,    702332, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Caleb Durbin                ,     158, Third Base       , Milwaukee Brewers    , MIL              , National League Central, National League
         14,        106,      45,   29,      15,       2,        5,        101,          17,                0,   84,          1, 0.252,    333, 0.289, 0.354, 0.643,              3,           1, .250                ,                    8,            1351,                 ,        118,     ,           ,        1,        2,      ,                2.36,                    1,                 ,    657277, pitching  ,   2025,         14.0,  2.58,           87.1,  5.0,    5.0,   0.0,               0.0,   0.0,        0.0,       25.0,  1.16,        355.0, 262.0,         14.0,           0.0,      0.0,   893.0, .660            ,        1.0,   0.0,         1.0,      1.0, .500         ,            15.47,           0.0,               5.94,             10.41,         1.75,        8.66,           2.99,         0.52,              0.0,                    0.0, Logan Webb                  ,     137, Pitcher          , San Francisco Giants , SF               , National League West   , National League
         17,         22,      18,   11,       1,       0,        5,         11,           5,                0,   18,          3, 0.261,     69, 0.338, 0.493, 0.831,              0,           1, 1.000               ,                    2,             267,                 ,         34,     ,           ,        0,        0,      ,                1.22,                    0,                 ,    663423, pitching  ,   2025,          0.0,  5.60,           17.2,  1.0,    0.0,   0.0,               1.0,   5.0,        1.0,       11.0,  1.30,         77.0,  53.0,         17.0,           0.0,      0.0,   175.0, .660            ,        3.0,   0.0,         0.0,      0.0, 1.000        ,            15.11,           1.0,               2.20,              5.60,         2.55,        9.17,           5.60,         2.55,              9.0,                    1.0, Trent Thornton              ,     136, Pitcher          , Seattle Mariners     , SEA              , American League West   , American League
          6,          7,       6,    3,       0,       0,        2,          5,           0,                0,    5,          0, 0.227,     22, 0.227, 0.5  , 0.727,              0,           0,                     ,                    0,              83,             23.0,         11,  3.0,       10.0,        1,        0, .200 ,                1.17,                    0,            11.00,    624512, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Reese McGuire               ,     112, Catcher          , Chicago Cubs         , CHC              , National League Central, National League
          1,          1,       0,    0,       0,       0,        0,          2,           0,                0,    0,          0, 0.0  ,      3, 0.0  , 0.0  , 0.0  ,              0,           0,                     ,                    0,              14,              3.0,          0,  0.0,        3.0,        0,        0, .000 ,                1.00,                    0,                 ,    624513, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Dom Nuñez                   ,     114, Catcher          , Cleveland Guardians  , CLE              , American League Central, American League
         19,         13,       7,    3,       2,       0,        0,         13,           6,                0,    7,          0, 0.175,     40, 0.283, 0.225, 0.508,              0,           0,                     ,                    0,             204,             46.0,          9,  3.0,       12.0,        0,        0, .259 ,                1.86,                    0,                 ,    640902, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Jhonny Pereda               ,     133, Catcher          , Athletics            , ATH              , American League West   , American League
          3,          3,       3,    7,       4,       0,        1,          3,           2,                0,    9,          0, 0.529,     17, 0.55 , 0.941, 1.491,              0,           0,                     ,                    0,              70,                 ,         16,     ,           ,        0,        1,      ,                1.00,                    0,                 ,    640902, pitching  ,   2025,          0.0, 21.00,            3.0,  0.0,    0.0,   0.0,               0.0,   0.0,        0.0,        7.0,  3.67,         20.0,   9.0,          3.0,           0.0,      0.0,    43.0, .610            ,        0.0,   0.0,         0.0,      0.0,              ,            23.33,           3.0,               1.50,              9.00,         6.00,       27.00,          21.00,         3.00,              0.0,                    0.0, Jhonny Pereda               ,     133, Catcher          , Athletics            , ATH              , American League West   , American League
         13,         92,      73,   34,      16,       2,       11,         48,          17,                0,   73,          4, 0.257,    284, 0.306, 0.444, 0.75 ,              4,           4, .500                ,                   11,            1154,                 ,        126,     ,           ,        0,        2,      ,                1.26,                    0,                 ,    663436, pitching  ,   2025,         12.0,  3.62,           74.2,  2.0,    6.0,   0.0,               0.0,   0.0,        0.0,       30.0,  1.21,        307.0, 224.0,         13.0,           0.0,      0.0,   728.0, .630            ,        4.0,   0.0,         1.0,      0.0, .250         ,            15.46,           0.0,               2.82,              5.79,         2.05,        8.80,           4.10,         1.33,              0.0,                    0.0, Davis Martin                ,     145, Pitcher          , Chicago White Sox    , CWS              , American League Central, American League
         61,         69,      47,   35,       7,       0,        5,         52,          38,                3,   54,          0, 0.244,    221, 0.354, 0.344, 0.698,              0,           5, 1.000               ,                    2,            1026,            260.0,         76, 26.0,       98.0,        0,        1, .297 ,                1.47,                    0,            44.20,    661388, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , William Contreras           ,     158, Catcher          , Milwaukee Brewers    , MIL              , National League Central, National League
         12,         13,      15,    3,       3,       0,        2,         12,           5,                0,   12,          0, 0.231,     52, 0.298, 0.404, 0.702,              1,           0, .000                ,                    0,             225,                 ,         21,     ,           ,        0,        0,      ,                0.87,                    0,                 ,    681869, pitching  ,   2025,          0.0,  1.88,           14.1,  2.0,    0.0,   0.0,               1.0,   4.0,        1.0,        3.0,  1.19,         57.0,  43.0,         12.0,           0.0,      0.0,   144.0, .640            ,        0.0,   0.0,         0.0,      1.0, 1.000        ,            15.70,           1.0,               2.40,              7.53,         3.14,        7.53,           1.88,         1.26,              5.0,                    2.0, Shawn Dubin                 ,     117, Pitcher          , Houston Astros       , HOU              , American League West   , American League
         62,         75,      55,   43,       8,       1,       13,         51,          26,                2,   63,          1, 0.259,    243, 0.332, 0.461, 0.793,              2,          12, .857                ,                    4,            1018,            271.0,        112, 28.0,       73.0,        0,        1, .278 ,                1.36,                    0,            18.69,    665487, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Fernando Tatis Jr.          ,     135, Outfielder       , San Diego Padres     , SD               , National League West   , National League
         19,         37,      30,   12,       3,       3,        2,         18,           8,                0,   25,          3, 0.231,    108, 0.3  , 0.37 , 0.67 ,              1,           1, .500                ,                    2,             440,                 ,         40,     ,           ,        1,        1,      ,                1.23,                    0,                 ,    702352, pitching  ,   2025,          0.0,  3.07,           29.1,  2.0,    2.0,   0.0,               0.0,   1.0,        0.0,       10.0,  1.13,        121.0,  88.0,         19.0,           0.0,      0.0,   299.0, .680            ,        3.0,   0.0,         1.0,      0.0, .500         ,            15.00,           8.0,               2.25,              5.52,         2.45,        7.67,           3.68,         0.61,             10.0,                    3.0, Spencer Bivens              ,     137, Pitcher          , San Francisco Giants , SF               , National League West   , National League
         65,         75,      62,   40,      11,       0,        8,         41,          39,                4,   66,          4, 0.273,    242, 0.38 , 0.417, 0.797,              1,           1, .500                ,                    3,            1080,            287.0,        101, 29.0,       89.0,        0,        2, .297 ,                1.21,                    0,            30.25,    665489, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Vladimir Guerrero Jr.       ,     141, First Base       , Toronto Blue Jays    , TOR              , American League East   , American League
