PLAYER_ID,PLAYER_NAME,TEAM_ID
1920,A.J. Bramlett           ,1610612739
201166,Aaron Brooks            ,1610612745
1641737,Adem Bona               ,1610612755
76237,Adrian Branch           ,1610612747
76160,Al Bianchi              ,1610612755
76254,Al Brightman            ,1610612738
202329,Al-Farouq Aminu         ,1610612746
76001,Alaa Abdelnaby          ,1610612757
101187,Alan Anderson           ,1610612766
203518,Alex Abrines            ,1610612760
101165,Alex Acker              ,1610612765
76180,Alex Blackwell          ,1610612747
76228,Alex Bradley            ,1610612752
201582,Alexis Ajinca           ,1610612766
76257,Allan Bristow           ,1610612755
76229,Alonzo Bradley          ,1610612745
76011,Alvan Adams             ,1610612756
76070,Alvin Attles            ,1610612744
1641735,Amari Bailey            ,1610612766
1628578,Amida Brimah            ,1610612754
101154,Andray Blatche          ,1610612764
2857,Andre Barrett           ,1610612745
2810,Andre Brown             ,1610612760
200745,Andrea Bargnani         ,1610612761
101106,Andrew Bogut            ,1610612749
2740,Andris Biedrins         ,1610612744
138,Anthony Avent           ,1610612749
203461,Anthony Bennett         ,1610612739
1641710,Anthony Black           ,1610612753
41,Anthony Bonner          ,1610612758
194,Anthony Bowie           ,1610612759
1626148,Anthony Brown           ,1610612747
202079,Antonio Anderson        ,1610612760
1628469,Antonio Blakeney        ,1610612741
76191,Arlen Bockhorn          ,1610612758
1629717,Armoni Brooks           ,1610612745
203382,Aron Baynes             ,1610612759
201167,Arron Afflalo           ,1610612765
732,Ashraf Amaya            ,1610612763
76255,Audley Brindley         ,1610612752
202340,Avery Bradley           ,1610612738
769,B.J. Armstrong          ,1610612741
1628389,Bam Adebayo             ,1610612748
1627791,Ben Bentil              ,1610612742
104,Benoit Benjamin         ,1610612746
76196,Bill Bolger             ,1610610024
76233,Bill Bradley            ,1610612752
76253,Bill Bridges            ,1610612737
76121,Billyray Bates          ,1610612757
202687,Bismack Biyombo         ,1610612766
201336,Blake Ahearn            ,1610612748
76028,Bob Allen               ,1610612744
76034,Bob Anderegg            ,1610612752
76061,Bob Armstrong           ,1610612744
76064,Bob Arnzen              ,1610612758
76165,Bob Bigelow             ,1610612758
76206,Bob Boozer              ,1610612758
76238,Bob Brannum             ,1610610033
76284,Bob Brown               ,1610610032
201628,Bobby Brown             ,1610612758
203992,Bogdan Bogdanović       ,1610612758
202711,Bojan Bogdanović        ,1610612751
1629626,Bol Bol                 ,1610612743
76239,Brad Branson            ,1610612739
203078,Bradley Beal            ,1610612764
2220,Brandon Armstrong       ,1610612751
101138,Brandon Bass            ,1610612740
1630527,Brandon Boston          ,1610612746
699,Brent Barry             ,1610612746
1628968,Brian Bowen II          ,1610612754
1477,Bruce Bowen             ,1610612748
1628971,Bruce Brown             ,1610612765
1631205,Buddy Boeheim           ,1610612765
76130,Butch Beard             ,1610612737
76134,Byron Beck              ,1610612743
1898,Cal Bowdler             ,1610612737
1916,Calvin Booth            ,1610612764
203946,Cameron Bairstow        ,1610612741
76084,Carl Bailey             ,1610612757
76243,Carl Braun              ,1610612752
2306,Carlos Arroyo           ,1610612761
2430,Carlos Boozer           ,1610612739
2546,Carmelo Anthony         ,1610612743
1627760,Cat Barber              ,1610612737
76090,Cedric Ball             ,1610612746
200841,Cedric Bozeman          ,1610612737
76010,Charles Acton           ,1610612745
